City;Gender;Senior Citizen;Partner;Dependents;Tenure Months;Phone Service;Multiple Lines;Internet Service;Online Security;Online Backup;Device Protection;Tech Support;Streaming TV;Streaming Movies;Contract;Paperless Billing;Payment Method;Monthly Charges;Total Charges;Churn Label;Churn Value;Churn Score;CLTV;Churn Reason
Norco;Female;No;No;No;12;Yes;Yes;DSL;Yes;No;Yes;Yes;No;No;Month-to-month;Yes;Mailed check;61,65;713,75;Yes;1;67;5670;Competitor offered higher download speeds
La Palma;Male;No;No;No;2;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;79;143,65;Yes;1;92;5239;Attitude of support person
Ventura;Male;No;Yes;No;9;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;29,95;248,95;Yes;1;83;2573;Competitor offered more data
Ventura;Female;No;Yes;No;9;Yes;No;DSL;Yes;Yes;Yes;Yes;No;No;Month-to-month;No;Mailed check;65;663,05;Yes;1;76;3983;Competitor offered more data
Port Hueneme;Female;No;No;No;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);20;137,6;Yes;1;100;4479;Competitor offered more data
Avalon;Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;71,65;71,65;Yes;1;93;2377;Attitude of support person
Lakewood;Female;No;No;No;38;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;Yes;Credit card (automatic);84,25;3264,5;Yes;1;70;2885;Attitude of support person
Lomita;Female;No;No;No;12;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Bank transfer (automatic);78,1;947,3;Yes;1;89;4741;Attitude of support person
Alpaugh;Male;Yes;Yes;No;56;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);104,55;5794,65;Yes;1;91;6268;Competitor offered higher download speeds
Seal Beach;Female;No;Yes;No;19;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;No;Mailed check;89,65;1761,05;Yes;1;74;3046;Attitude of support person
Avenal;Female;No;Yes;No;43;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;56,15;2499,3;Yes;1;65;2152;Don't know
Carson;Female;No;No;No;10;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;98,7;973,25;Yes;1;68;5561;Attitude of support person
Long Beach;Female;No;No;No;1;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Electronic check;76,35;76,35;Yes;1;67;5613;Attitude of support person
Coalinga;Male;No;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;45,7;45,7;Yes;1;95;2295;Competitor offered higher download speeds
Long Beach;Female;No;No;No;23;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;79,15;1676,95;Yes;1;68;5216;Attitude of support person
Long Beach;Male;Yes;Yes;No;32;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;85;2642,05;Yes;1;94;4584;Attitude of support person
South Pasadena;Male;Yes;Yes;No;32;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;85,3;2661,1;Yes;1;75;2712;Attitude of support person
Fellows;Female;Yes;No;No;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;19,65;164,3;Yes;1;83;5432;Competitor offered more data
Huron;Male;No;Yes;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,85;35,9;Yes;1;68;2362;Competitor offered more data
Kernville;Female;No;No;No;4;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;24,25;96,05;Yes;1;93;2038;Competitor made better offer
Sunland;Female;No;No;No;31;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);86,55;2697,4;Yes;1;74;4198;Attitude of support person
Lindsay;Female;No;No;No;4;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;45,65;191,05;Yes;1;78;2864;Competitor had better devices
Tujunga;Male;No;No;No;19;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);73,85;1424,5;Yes;1;89;2251;Attitude of support person
Onyx;Male;Yes;No;No;52;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;49,15;2550,9;Yes;1;90;5597;Competitor offered more data
Posey;Female;No;No;No;2;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;34,7;62,25;Yes;1;65;3146;Competitor made better offer
Glendale;Male;No;No;No;24;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;96;2122,45;Yes;1;71;3068;Attitude of support person
Tipton;Male;Yes;No;No;2;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;49,25;91,1;Yes;1;89;3475;Competitor had better devices
Granada Hills;Female;No;Yes;No;19;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;73,2;1441,1;Yes;1;97;4718;Attitude of support person
Visalia;Male;No;Yes;No;3;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;50,15;168,15;Yes;1;86;3273;Competitor offered higher download speeds
Mission Hills;Male;No;No;No;52;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;85,35;4338,6;Yes;1;98;6402;Attitude of support person
San Luis Obispo;Male;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,55;19,55;Yes;1;66;3556;Competitor offered more data
Westlake Village;Female;No;No;No;3;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;No;Electronic check;83,75;247,25;Yes;1;65;4852;Attitude of support person
Lompoc;Male;No;No;No;3;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;45,35;141,5;Yes;1;67;2450;Competitor offered more data
Van Nuys;Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,05;70,05;Yes;1;69;2699;Attitude of support person
Sherman Oaks;Male;No;No;No;2;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;86;165,45;Yes;1;77;4546;Attitude of support person
Burbank;Female;Yes;Yes;No;35;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;No;Month-to-month;Yes;Bank transfer (automatic);100,5;3653,35;Yes;1;81;4745;Attitude of support person
North Hollywood;Female;No;No;No;16;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;72,65;1194,3;Yes;1;73;2850;Attitude of support person
Claremont;Female;Yes;No;No;5;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;78,95;378,4;Yes;1;65;4054;Attitude of support person
El Monte;Male;No;No;No;56;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Electronic check;94,45;5124,6;Yes;1;96;4830;Attitude of support person
Monterey Park;Female;No;No;No;44;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);84,8;3862,55;Yes;1;66;3997;Attitude of support person
Pomona;Male;No;Yes;No;49;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;99,8;4872,45;Yes;1;83;6088;Attitude of support person
Rosemead;Male;No;Yes;No;47;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);107,35;5118,95;Yes;1;98;3620;Attitude of support person
Pearblossom;Female;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,9;19,9;Yes;1;100;4248;Competitor offered higher download speeds
Walnut;Female;No;No;No;3;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;79,1;246,5;Yes;1;74;5339;Attitude of support person
Ridgecrest;Male;No;Yes;No;33;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;95,8;3036,75;Yes;1;76;4161;Competitor offered more data
Chula Vista;Female;No;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;80,75;159,45;Yes;1;87;2176;Attitude of support person
Palmdale;Male;No;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;45,35;89,5;Yes;1;81;3478;Competitor offered more data
Bass Lake;Female;No;No;No;1;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;52,2;52,2;Yes;1;71;4138;Competitor made better offer
Biola;Female;Yes;No;No;46;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;110;4874,8;Yes;1;81;2403;Competitor made better offer
Five Points;Male;No;No;No;62;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;96,75;6125,4;Yes;1;92;5016;Attitude of service provider
Dulzura;Male;No;Yes;No;65;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);91,85;5940,85;Yes;1;82;5530;Attitude of support person
Jacumba;Male;No;No;No;1;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;75,35;75,35;Yes;1;90;5284;Attitude of support person
Jamul;Male;No;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;75,45;75,45;Yes;1;74;5518;Attitude of support person
Encinitas;Male;No;Yes;No;11;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,95;825,7;Yes;1;70;2044;Attitude of support person
Mendota;Male;No;No;No;58;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);103,25;6017,65;Yes;1;74;6105;Attitude of support person
Miramonte;Male;No;No;No;70;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);104;7250,15;Yes;1;80;4544;Attitude of service provider
Angelus Oaks;Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);69,75;69,75;Yes;1;66;2901;Attitude of support person
Cedar Glen;Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;79,95;79,95;Yes;1;99;4815;Attitude of support person
Sugarloaf;Male;No;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;75,3;75,3;Yes;1;100;3596;Attitude of support person
Hemet;Female;No;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;80,55;184,1;Yes;1;69;2856;Attitude of support person
South Dos Palos;Male;No;Yes;No;60;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;One year;No;Electronic check;90,95;5453,4;Yes;1;76;4111;Moved
Tollhouse;Female;No;Yes;No;50;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;One year;No;Electronic check;108,55;5610,7;Yes;1;82;4274;Moved
Moreno Valley;Female;No;No;No;2;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;75,8;160,75;Yes;1;98;5270;Attitude of support person
Fresno;Male;No;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;44,4;44,4;Yes;1;89;3522;Competitor offered higher download speeds
Fresno;Female;Yes;No;No;55;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;100;5509,3;Yes;1;83;5679;Competitor offered higher download speeds
Fresno;Female;No;Yes;No;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);19,8;229,6;Yes;1;94;2653;Competitor offered higher download speeds
Sun City;Female;No;No;No;30;Yes;No;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;No;Electronic check;85,15;2555,9;Yes;1;76;4417;Attitude of support person
Big Sur;Female;No;No;No;62;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;100,15;6413,65;Yes;1;91;5600;Competitor offered higher download speeds
Carmel;Male;No;No;No;1;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;50,8;50,8;Yes;1;85;3718;Competitor offered higher download speeds
Irvine;Female;Yes;No;No;2;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;88,55;179,25;Yes;1;80;3685;Attitude of support person
Newport Beach;Male;Yes;Yes;No;57;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);95,25;5427,05;Yes;1;86;6259;Attitude of support person
Newport Beach;Female;No;Yes;No;7;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;86,25;587,1;Yes;1;89;3344;Attitude of support person
Santa Ana;Male;Yes;Yes;No;17;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;76,45;1233,4;Yes;1;92;3266;Attitude of support person
Pebble Beach;Male;No;Yes;No;59;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;One year;No;Electronic check;85,55;5084,65;Yes;1;80;6304;Competitor offered more data
Belmont;Female;No;No;No;60;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;50,8;3027,4;Yes;1;67;4941;Competitor offered more data
Anaheim;Male;No;No;No;10;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70;740;Yes;1;67;3156;Attitude of support person
Ventura;Female;No;No;No;6;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);98,15;567,45;Yes;1;80;3578;Attitude of support person
Camarillo;Male;No;No;No;12;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Mailed check;112,95;1384,75;Yes;1;97;3965;Attitude of support person
Moorpark;Female;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;70,9;70,9;Yes;1;78;4739;Attitude of support person
Santa Paula;Male;No;No;No;65;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;109,15;6941,2;Yes;1;99;6001;Attitude of support person
Pescadero;Female;No;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;24,6;24,6;Yes;1;76;5768;Price too high
Santa Barbara;Male;Yes;Yes;No;66;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);99,5;6822,15;Yes;1;96;4479;Attitude of support person
Armona;Female;No;No;No;4;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;85,65;321,65;Yes;1;96;3223;Attitude of support person
Bodfish;Male;No;No;No;12;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;106,7;1253,9;Yes;1;92;2406;Attitude of support person
Mc Kittrick;Female;No;No;No;29;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);98,6;2933,2;Yes;1;72;5144;Attitude of support person
Maricopa;Female;Yes;Yes;No;15;Yes;Yes;Fiber optic;No;No;Yes;Yes;No;No;Month-to-month;Yes;Electronic check;83,05;1258,3;Yes;1;70;2596;Attitude of support person
Novato;Female;Yes;No;No;13;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;100,8;1308,1;Yes;1;65;3269;Attitude of support person
Los Gatos;Male;Yes;No;No;5;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;89,5;477,7;Yes;1;66;2718;Attitude of support person
Moss Landing;Male;Yes;Yes;No;1;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;86,05;86,05;Yes;1;96;4843;Attitude of support person
Claremont;Male;No;No;No;32;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;96,2;3183,4;Yes;1;93;3606;Attitude of support person
Anaheim;Male;No;No;No;11;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;74,95;815,5;Yes;1;76;4251;Attitude of support person
Brea;Female;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Credit card (automatic);80,15;80,15;Yes;1;72;3947;Attitude of support person
Corona;Female;No;No;No;47;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;106,4;5127,95;Yes;1;99;4804;Attitude of support person
Byron;Male;Yes;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;44,95;85,15;Yes;1;84;5900;Don't know
Concord;Male;No;Yes;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);44,7;44,7;Yes;1;74;3700;Don't know
Fremont;Male;No;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;45,7;45,7;Yes;1;72;3571;Poor expertise of phone support
Port Costa;Female;Yes;No;No;31;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;73,9;2217,15;Yes;1;75;2560;Attitude of support person
Hayward;Male;No;No;No;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;19,25;112,3;Yes;1;82;4489;Competitor offered higher download speeds
Rio Vista;Female;No;No;No;14;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Mailed check;89,8;1129,1;Yes;1;81;4107;Attitude of support person
Oakland;Male;Yes;No;No;24;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;101,25;2440,15;Yes;1;87;4287;Attitude of support person
Livermore;Male;Yes;Yes;No;44;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;30,35;1359,7;Yes;1;96;4829;Competitor had better devices
Martinez;Male;No;No;No;71;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;108,05;7532,15;Yes;1;81;5200;Competitor had better devices
Jackson;Male;No;Yes;No;22;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);94,7;1914,9;Yes;1;72;5615;Attitude of support person
Napa;Male;Yes;Yes;No;62;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;103,75;6383,35;Yes;1;91;5052;Competitor offered higher download speeds
Loomis;Female;Yes;Yes;No;56;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);100,65;5688,05;Yes;1;85;4803;Attitude of support person
Moreno Valley;Female;No;No;No;7;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;79,7;586,05;Yes;1;98;3109;Attitude of support person
Temecula;Female;No;Yes;No;55;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;77,75;4458,15;Yes;1;79;4398;Attitude of support person
Farmersville;Male;No;Yes;No;29;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);80,15;2265,25;Yes;1;83;5189;Attitude of support person
Lemon Cove;Male;No;No;No;23;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Mailed check;104,05;2470,1;Yes;1;93;5963;Attitude of support person
Maricopa;Female;No;No;No;13;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;96,65;1244,5;Yes;1;65;2110;Attitude of support person
Taft;Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;79,6;79,6;Yes;1;98;2199;Attitude of support person
Tipton;Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;75,9;75,9;Yes;1;66;3389;Attitude of support person
Visalia;Female;No;No;No;7;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;79;522,95;Yes;1;92;3735;Attitude of support person
Bakersfield;Female;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,25;70,25;Yes;1;89;4133;Attitude of support person
Oakland;Male;No;Yes;No;18;Yes;No;DSL;No;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;57,45;990,85;Yes;1;84;2989;Competitor had better devices
Oakland;Male;No;Yes;No;12;Yes;No;DSL;No;No;No;No;No;Yes;One year;No;Credit card (automatic);53,65;696,35;Yes;1;78;2595;Competitor had better devices
San Luis Obispo;Female;Yes;No;No;10;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);84,6;865,55;Yes;1;94;3320;Attitude of support person
Mojave;Male;No;Yes;No;21;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;104,4;2157,95;Yes;1;77;3796;Attitude of support person
Big Pine;Male;Yes;Yes;No;71;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);105,1;7548,1;Yes;1;66;5725;Attitude of support person
Caliente;Female;No;No;No;1;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;75,7;75,7;Yes;1;93;4884;Attitude of support person
Lancaster;Male;No;No;No;6;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);80,5;463,05;Yes;1;96;2181;Attitude of support person
Lone Pine;Female;Yes;Yes;No;27;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);104,3;2867,75;Yes;1;75;3444;Attitude of support person
Olancha;Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;71,35;71,35;Yes;1;92;5730;Attitude of support person
Cotati;Female;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,65;19,65;Yes;1;99;5881;Competitor made better offer
Forest Knolls;Male;Yes;No;No;12;No;No phone service;DSL;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check;43,65;526,95;Yes;1;74;2437;Competitor had better devices
Larkspur;Female;No;No;No;5;No;No phone service;DSL;No;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;39,5;210,75;Yes;1;93;2863;Competitor offered higher download speeds
Clovis;Female;No;No;No;10;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);81;818,05;Yes;1;95;2946;Attitude of support person
Hume;Female;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;70,15;70,15;Yes;1;97;5773;Attitude of support person
Shaver Lake;Female;Yes;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;89,3;89,3;Yes;1;85;3067;Attitude of support person
